arm,seed,stage,step,dataset,accel_corr,accel_nrmse,mass_rel_frob_err,coriolis_corr,coriolis_nrmse,gradV_combined_corr,gen_rmse,quad_corr
constraint,6,100000,100000,best_policy,0.9283162951469421,0.49618416244519364,0.3049045477444819,-0.16450907935858802,1.3259947605546663,-0.017040726840162324,6.290604117710686,0.7871573567390442
compliant,6,100000,100000,reference,0.5340505838394165,1.2534476646494757,0.19753004409181252,0.10123439903757844,1.4979060207831572,0.851779826093792,12.889858139662975,-0.27033787965774536
compliant,6,100000,100000,policy,0.944381833076477,0.36832606720435135,0.151733428929874,0.7081062999132862,0.6991993354168198,0.5369096654785863,24.99344182852327,0.08532798290252686
compliant,6,100000,100000,best_policy,0.8384138345718384,0.5465538982186658,0.24108952303261127,0.45734287635321724,1.1478637488386194,0.8905392201816603,43.225484601500575,0.25458717346191406
constraint,6,188000,185397,reference,0.4926265478134155,2.233738214677904,0.3039231651923858,0.4970454248783749,0.8929285541286042,0.9810023458948358,5.182867367474897,0.8781638741493225
constraint,6,188000,185397,policy,0.9870758652687073,0.20762452061342365,0.4517739493203271,0.582904098638417,0.8225914385594496,0.4352451748159322,10.920035618912378,0.5032806396484375
constraint,6,188000,185397,best_policy,0.9941262602806091,0.14833432797962295,0.4596361729794776,0.19026844554620714,1.1047779800741466,0.22040613351033067,10.825229362913463,0.30573415756225586
compliant,6,188000,183361,reference,0.48594391345977783,1.4739972225593265,0.28369509531498727,-0.03105202417325497,2.078197064800981,0.921012522199956,11.906456142505041,-0.4361846148967743
compliant,6,188000,183361,policy,0.963350772857666,0.3095677923644825,0.3757659836351708,0.6825920250134455,0.7378823223113491,0.8026965186219389,14.823006155284551,-0.0554722435772419
compliant,6,188000,183361,best_policy,0.8492748141288757,0.5411620677747434,0.34153929052175613,-0.026729175948332178,1.7973401390411095,0.8455628211185843,54.8602627083488,0.4278564453125
constraint,7,100000,100000,reference,0.31708383560180664,3.7343955991636144,0.2677763007208588,0.14937912821132043,1.9126488664490273,-0.19352398138307528,9.097231118522085,-0.3274223506450653
constraint,7,100000,100000,policy,0.9514861702919006,0.33447774153390253,0.4644132656142561,-0.3722458580967256,1.302745395269424,0.07191109168177716,40.74449376189498,0.6530479192733765
constraint,7,100000,100000,best_policy,0.9546505808830261,0.3050221788179627,0.4735214313316584,-0.14306944038935943,1.150906822626874,-0.038574013700304874,46.20932526041676,0.6106849312782288
compliant,7,100000,100000,reference,0.44327718019485474,1.5516514242939579,0.18516405300082212,0.013330529142059441,1.917244255649056,0.7705561406292433,15.738433734724076,0.4103700518608093
compliant,7,100000,100000,policy,0.9360465407371521,0.3867040744819003,0.17269053082231406,0.6982780380588351,0.7370688729373729,0.6434621895902811,27.407205153627494,0.11487170308828354
compliant,7,100000,100000,best_policy,0.8289032578468323,0.5698859160203187,0.2747326091438394,0.16840531801341063,1.4845400845578642,0.7666871733078201,90.8094889370952,0.4547469913959503
constraint,7,188000,188394,reference,0.3219424784183502,3.8356810220438917,0.1931189292963417,0.11665716788955019,2.1815822072101536,-0.2589127368197119,12.31054833611215,-0.3528207540512085
constraint,7,188000,188394,policy,0.9727481007575989,0.2430075612328642,0.49049544759311386,-0.039328038689095554,1.6169683188853694,0.6531385856193582,16.564075942226395,0.36319997906684875
constraint,7,188000,188394,best_policy,0.9677184224128723,0.25908216395273553,0.31093216769619514,0.02710123610547026,1.1726239693512628,0.11942637736166775,33.03084370773241,0.2725866734981537
compliant,7,188000,178285,reference,0.5581830739974976,1.159788189966147,0.3237599087731429,-0.005396524437208865,1.7059785133210184,0.7325805574274411,9.062477638903905,0.5350742936134338
compliant,7,188000,178285,policy,0.8978747129440308,0.4734739909959757,0.3935082274309839,0.6503057456225669,0.8168110153516605,0.7178675994548597,38.231996551264324,0.3230816125869751
