schema_version,seed,start,damping,torque_limit,k_v,k_d,k_p,kp_floor,kp_boundary,kd_floor,regime,n_unstable,escape_time_constant,t_max,dt,physics_dt,tube_energy,tube_angle,tube_rate,dwell_seconds,lqr_threshold,duration,captured,capture_time,retention,error_rms,error_rms_energy,error_rms_angle,error_rms_rate,orbit_distance_rms,orbit_distance_final,control_effort,saturation,lqr_time,lqr_residual_min,min_abs_energy_error,final_abs_energy_error,peak_shoulder_rate,peak_commanded_torque
1,20020,release,0.0,64.0,66.3,35.8,61.2,61.140962938182525,288.12000000000006,35.74057524497661,prop4_fast,3,0.5168600931637846,120.0,0.0005,0.0005,0.05,0.025,0.05,1.0,0.04,120.00000000039095,True,15.630500000007611,1.0,0.021053480170968083,0.0197829466433152,0.005447924864651845,0.004712129464074427,0.027727136822537093,0.021694087170039338,241.7744136199724,0.0,inf,0.15407294369173966,0.2711381648882032,0.27113866953154897,7.418333053588867,16.376471673553173
1,20021,release,0.0,64.0,66.3,35.8,61.2,61.140962938182525,288.12000000000006,35.74057524497661,prop4_fast,3,0.5168600931637846,120.0,0.0005,0.0005,0.05,0.025,0.05,1.0,0.04,120.00000000039095,True,15.743000000007749,1.0,0.021063020832816505,0.019791257793335668,0.005463159815971285,0.004702217177731041,0.027625044828747312,0.02171315615294715,246.43647847383423,0.0,inf,0.15417796308133316,0.27150021719599593,0.2715008945183328,7.3974151611328125,19.10271984061691
1,20022,release,0.0,64.0,66.3,35.8,61.2,61.140962938182525,288.12000000000006,35.74057524497661,prop4_fast,3,0.5168600931637846,120.0,0.0005,0.0005,0.05,0.025,0.05,1.0,0.04,120.00000000039095,True,7.217999999998719,1.0,0.01315798132874086,0.012417574491032955,0.0032884026531455187,0.0028500393677853386,0.02068613154138542,0.02069769449448995,229.1892332628709,0.0,inf,0.13373446705711925,0.20628972754864705,0.20628972754864705,6.853952884674072,19.671139139907666
1,20023,release,0.0,64.0,66.3,35.8,61.2,61.140962938182525,288.12000000000006,35.74057524497661,prop4_fast,3,0.5168600931637846,120.0,0.0005,0.0005,0.05,0.025,0.05,1.0,0.04,120.00000000039095,True,16.12500000000777,1.0,0.02107403732746634,0.0197865640080298,0.005550195936315621,0.004669288929172187,0.02730012212960649,0.03663158608331593,243.7716847892607,0.0,inf,0.1546314989694038,0.2729188495191508,0.2729188495191508,7.4257965087890625,16.476222972161914
1,20024,release,0.0,64.0,66.3,35.8,61.2,61.140962938182525,288.12000000000006,35.74057524497661,prop4_fast,3,0.5168600931637846,120.0,0.0005,0.0005,0.05,0.025,0.05,1.0,0.04,120.00000000039095,True,7.229999999998713,1.0,0.005571991348674762,0.0048787083106051985,0.0013681602941740367,0.0023180660515144487,0.011792011024310163,0.002003807320909401,244.8083315815073,0.0,32.58199999997355,0.007632481450375427,0.0005242742783337917,0.012809958394839782,5.741446018218994,19.371149412971786
1,20025,release,0.0,64.0,66.3,35.8,61.2,61.140962938182525,288.12000000000006,35.74057524497661,prop4_fast,3,0.5168600931637846,120.0,0.0005,0.0005,0.05,0.025,0.05,1.0,0.04,120.00000000039095,True,14.95050000000678,1.0,0.020972335348288813,0.019686844625491053,0.0054805886610899855,0.004714885638145473,0.02760122586638265,0.008722098722766622,238.22208345325018,0.0,inf,0.15297357598790917,0.2691214114361955,0.2691214114361955,7.405668258666992,16.42023051812169
1,20026,release,0.0,64.0,66.3,35.8,61.2,61.140962938182525,288.12000000000006,35.74057524497661,prop4_fast,3,0.5168600931637846,120.0,0.0005,0.0005,0.05,0.025,0.05,1.0,0.04,120.00000000039095,True,16.324500000007305,1.0,0.021111119210790518,0.0198106091247315,0.005596172668591803,0.0046799542628768905,0.02740133040618936,0.03370103135192013,245.25765600564193,0.0,inf,0.15167178897244601,0.2738716690227143,0.2738716690227143,7.429216384887695,16.90016654826503
1,20027,release,0.0,64.0,66.3,35.8,61.2,61.140962938182525,288.12000000000006,35.74057524497661,prop4_fast,3,0.5168600931637846,120.0,0.0005,0.0005,0.05,0.025,0.05,1.0,0.04,120.00000000039095,True,8.002499999998289,1.0,0.02037662146611351,0.01913125011459115,0.0053010885359910855,0.004593520627995241,0.02694213641285316,0.011575655112646974,218.60744385709,0.0,inf,0.14683546676581416,0.24782166994734922,0.24782166994734922,7.25880765914917,19.59598259583569
1,20028,release,0.0,64.0,66.3,35.8,61.2,61.140962938182525,288.12000000000006,35.74057524497661,prop4_fast,3,0.5168600931637846,120.0,0.0005,0.0005,0.05,0.025,0.05,1.0,0.04,120.00000000039095,True,15.108500000006973,1.0,0.020941157582736767,0.01966440146659797,0.005428415273955228,0.004730296341558593,0.02764681485970869,0.00979630468121744,238.98997289922207,0.0,inf,0.15311375390478554,0.26925730265713455,0.26925730265713455,7.407265663146973,16.418758679397655
1,20029,release,0.0,64.0,66.3,35.8,61.2,61.140962938182525,288.12000000000006,35.74057524497661,prop4_fast,3,0.5168600931637846,120.0,0.0005,0.0005,0.05,0.025,0.05,1.0,0.04,120.00000000039095,True,6.833499999998932,1.0,0.01043352849318476,0.009930706046468481,0.001764841711943316,0.002669256070240835,0.018056071889383133,0.0010764960304768748,236.55962459969447,0.0,66.10950000013364,0.017424432028605975,0.00029507737132661305,0.06304863059390087,6.28718376159668,19.466055589944776
1,20030,release,0.0,64.0,66.3,35.8,61.2,61.140962938182525,288.12000000000006,35.74057524497661,prop4_fast,3,0.5168600931637846,120.0,0.0005,0.0005,0.05,0.025,0.05,1.0,0.04,120.00000000039095,True,16.53250000000682,1.0,0.021206197609135547,0.019889833972841074,0.005649153773860824,0.0047100300646383585,0.027575173033899905,0.024529225463252327,249.3848587435144,0.0,inf,0.15209907156285415,0.2752668552160955,0.2752668552160955,7.425528526306152,18.546651344846826
1,20031,release,0.0,64.0,66.3,35.8,61.2,61.140962938182525,288.12000000000006,35.74057524497661,prop4_fast,3,0.5168600931637846,120.0,0.0005,0.0005,0.05,0.025,0.05,1.0,0.04,120.00000000039095,True,6.83799999999893,1.0,0.010555140085148967,0.010052180446052933,0.0017716153799803571,0.00268812749744625,0.018182783529336038,0.000847058931491355,236.5525166683591,0.0,65.98250000013303,0.0177001688479824,0.0002249601970802928,0.06354949273995558,6.279467582702637,19.46305617463606
